id,setId,number,name,set_code,set_name,rarity,color,type,slug,hp,stage,attack,ability,text,weakness,retreat,rule
A3b-026,A3b,26,Joltik,A3b,Eevee Grove,Common,Lightning,Pokemon,a3b-26-joltik,40,Basic,,[],Joltik can be found clinging to other Pokémon.<br />It’s soaking up static electricity because it can’t<br />produce a charge on its own.,Fighting,1,
A3b-027,A3b,27,Galvantula,A3b,Eevee Grove,Uncommon,Lightning,Pokemon,a3b-27-galvantula,80,Stage 1,,[],It launches electrified fur from its abdomen as its<br />means of attack. Opponents hit by the fur could<br />be in for three full days and nights of paralysis.,Fighting,0,
A3b-028,A3b,28,Espeon,A3b,Eevee Grove,Rare,Psychic,Pokemon,a3b-28-espeon,100,Stage 1,,[],The tip of its forked tail quivers when it is<br />predicting its opponent’s next move.,Darkness,1,
A3b-029,A3b,29,Woobat,A3b,Eevee Grove,Common,Psychic,Pokemon,a3b-29-woobat,60,Basic,,[],"While inside a cave, if you look up and see lots<br />of heart-shaped marks lining the walls, it’s<br />evidence that Woobat live there.",Darkness,1,
A3b-030,A3b,30,Swoobat,A3b,Eevee Grove,Uncommon,Psychic,Pokemon,a3b-30-swoobat,100,Stage 1,,[],"Emitting powerful sound waves tires it out.<br />Afterward, it won’t be able to fly for a<br />little while.",Darkness,1,
A3b-031,A3b,31,Swirlix,A3b,Eevee Grove,Common,Psychic,Pokemon,a3b-31-swirlix,60,Basic,,[],"It eats its own weight in sugar every day.<br />If it doesn’t get enough sugar, it becomes<br />incredibly grumpy.",Metal,1,
A3b-032,A3b,32,Slurpuff,A3b,Eevee Grove,Uncommon,Psychic,Pokemon,a3b-32-slurpuff,120,Stage 1,,[],"By taking in a person’s scent, it can sniff out their<br />mental and physical condition. It’s hoped that<br />this skill will have many medical applications.",Metal,3,
A3b-033,A3b,33,Sylveon,A3b,Eevee Grove,Rare,Psychic,Pokemon,a3b-33-sylveon,90,Stage 1,,[],"This Pokémon uses its ribbonlike feelers to send<br />a soothing aura into its opponents, erasing<br />their hostility.",Metal,1,
A3b-034,A3b,34,Sylveon ex,A3b,Eevee Grove,Double Rare,Psychic,Pokemon,a3b-34-sylveon-ex,140,Stage 1,,"[{""info"": ""Happy Ribbon"", ""effect"": ""Once during your turn, when you play this Pok\u00e9mon from your hand to evolve 1 of your Pok\u00e9mon, you may draw 2 cards.""}]",,Metal,1,"When your Pokémon <strong>ex</strong> is <strong>Knocked Out</strong>, your opponent gets <strong>2</strong> points."
A3b-035,A3b,35,Mimikyu,A3b,Eevee Grove,Uncommon,Psychic,Pokemon,a3b-35-mimikyu,70,Basic,,[],"This Pokémon lives in dark places untouched by<br />sunlight. When it appears before humans, it hides<br />itself under a cloth that resembles a Pikachu.",Metal,1,
A3b-036,A3b,36,Milcery,A3b,Eevee Grove,Common,Psychic,Pokemon,a3b-36-milcery,50,Basic,,[],This Pokémon was born from sweet-smelling<br />particles in the air. Its body is made of cream.,Metal,1,
A3b-037,A3b,37,Alcremie,A3b,Eevee Grove,Uncommon,Psychic,Pokemon,a3b-37-alcremie,80,Stage 1,,[],"When it trusts a Trainer, it will treat them<br />to berries it’s decorated with cream.",Metal,1,
A3b-038,A3b,38,Barboach,A3b,Eevee Grove,Common,Fighting,Pokemon,a3b-38-barboach,70,Basic,,[],"Its two whiskers provide a sensitive radar. Even in<br />muddy waters, it can detect its prey’s location.",Grass,2,
A3b-039,A3b,39,Whiscash,A3b,Eevee Grove,Uncommon,Fighting,Pokemon,a3b-39-whiscash,130,Stage 1,,[],"It is extremely protective of its territory. If any<br />foe approaches, it attacks using vicious tremors.",Grass,3,
A3b-040,A3b,40,Mienfoo,A3b,Eevee Grove,Common,Fighting,Pokemon,a3b-40-mienfoo,60,Basic,,[],"In one minute, a well-trained Mienfoo can chop<br />with its arms more than 100 times.",Psychic,1,
A3b-041,A3b,41,Mienshao,A3b,Eevee Grove,Uncommon,Fighting,Pokemon,a3b-41-mienshao,90,Stage 1,,[],"When Mienshao comes across a truly challenging<br />opponent, it will lighten itself by biting off the<br />fur on its arms.",Psychic,1,
A3b-042,A3b,42,Carbink,A3b,Eevee Grove,Common,Fighting,Pokemon,a3b-42-carbink,80,Basic,,[],"When beset by attackers, Carbink wipes them all<br />out by firing high-energy beams from the gems<br />embedded in its body.",Grass,1,
A3b-043,A3b,43,Umbreon,A3b,Eevee Grove,Rare,Darkness,Pokemon,a3b-43-umbreon,100,Stage 1,,[],"When exposed to the moon’s aura, the rings on its<br />body glow faintly and it gains a mysterious power.",Grass,2,
A3b-044,A3b,44,Sableye,A3b,Eevee Grove,Common,Darkness,Pokemon,a3b-44-sableye,70,Basic,,[],Materials from gems it has eaten float to the<br />surface of its body and can form an infinite<br />number of patterns among individuals.,Grass,1,
A3b-045,A3b,45,Purrloin,A3b,Eevee Grove,Common,Darkness,Pokemon,a3b-45-purrloin,60,Basic,,[],Opponents that get drawn in by its adorable<br />behavior come away with stinging scratches from<br />its claws and stinging pride from its laughter.,Grass,1,
A3b-046,A3b,46,Liepard,A3b,Eevee Grove,Uncommon,Darkness,Pokemon,a3b-46-liepard,90,Stage 1,,[],Don’t be fooled by its gorgeous fur and elegant<br />figure. This is a moody and vicious Pokémon.,Grass,1,
A3b-047,A3b,47,Mawile,A3b,Eevee Grove,Common,Metal,Pokemon,a3b-47-mawile,70,Basic,,[],"It uses its docile-looking face to lull foes into<br />complacency, then bites with its huge,<br />relentless jaws.",Fire,1,
A3b-048,A3b,48,Togedemaru,A3b,Eevee Grove,Common,Metal,Pokemon,a3b-48-togedemaru,80,Basic,,[],"With the long hairs on its back, this Pokémon<br />takes in electricity from other electric Pokémon.<br />It stores what it absorbs in an electric sac.",Fire,1,
A3b-049,A3b,49,Meltan,A3b,Eevee Grove,Common,Metal,Pokemon,a3b-49-meltan,60,Basic,,[],It dissolves and eats metal. Circulating liquid<br />metal within its body is how it generates energy.,Fire,1,
A3b-050,A3b,50,Melmetal,A3b,Eevee Grove,Uncommon,Metal,Pokemon,a3b-50-melmetal,140,Stage 1,,[],"At the end of its life-span, Melmetal will rust and<br />fall apart. The small shards left behind will<br />eventually be reborn as Meltan.",Fire,4,
A3b-051,A3b,51,Dratini,A3b,Eevee Grove,Common,Dragon,Pokemon,a3b-51-dratini,60,Basic,,[],"It sheds many layers of skin as it grows larger.<br />During this process, it is protected by a rapid<br />waterfall.",UNSPECIFIED,1,
A3b-052,A3b,52,Dragonair,A3b,Eevee Grove,Common,Dragon,Pokemon,a3b-52-dragonair,90,Stage 1,,[],"They say that if it emits an aura from its whole<br />body, the weather will begin to change instantly.",UNSPECIFIED,1,
A3b-053,A3b,53,Dragonite ex,A3b,Eevee Grove,Double Rare,Dragon,Pokemon,a3b-53-dragonite-ex,180,Stage 2,,[],,UNSPECIFIED,2,"When your Pokémon <strong>ex</strong> is <strong>Knocked Out</strong>, your opponent gets <strong>2</strong> points."
A3b-054,A3b,54,Drampa,A3b,Eevee Grove,Uncommon,Dragon,Pokemon,a3b-54-drampa,100,Basic,,[],"The mountains it calls home are nearly two miles<br />in height. On rare occasions, it descends to play<br />with the children living in the towns below.",UNSPECIFIED,2,
A3b-055,A3b,55,Eevee,A3b,Eevee Grove,Common,Colorless,Pokemon,a3b-55-eevee,60,Basic,,[],Its ability to evolve into many forms allows it to<br />adapt smoothly and perfectly to any environment.,Fighting,1,
A3b-056,A3b,56,Eevee ex,A3b,Eevee Grove,Double Rare,Colorless,Pokemon,a3b-56-eevee-ex,90,Basic,,"[{""info"": ""Veevee \u2019volve"", ""effect"": ""This Pok\u00e9mon can evolve into any Pok\u00e9mon that evolves from <a class=\""localized-string__link\"" href=\""/pokemon/eevee/\"">Eevee</a> if you play it from your hand onto this Pok\u00e9mon. <em>(This Pok\u00e9mon can\u2019t evolve during your first turn or the turn you play it.)</em>""}]",,Fighting,1,"When your Pokémon <strong>ex</strong> is <strong>Knocked Out</strong>, your opponent gets <strong>2</strong> points."
A3b-057,A3b,57,Snorlax ex,A3b,Eevee Grove,Double Rare,Colorless,Pokemon,a3b-57-snorlax-ex,160,Basic,,"[{""info"": ""Full-Mouth Manner"", ""effect"": ""At the end of your turn, if this Pok\u00e9mon is in the Active Spot, heal 20 damage from it.""}]",,Fighting,4,"When your Pokémon <strong>ex</strong> is <strong>Knocked Out</strong>, your opponent gets <strong>2</strong> points."
A3b-058,A3b,58,Aipom,A3b,Eevee Grove,Common,Colorless,Pokemon,a3b-58-aipom,60,Basic,,[],"As it did more and more with its tail, its hands<br />became clumsy. It makes its nest high in<br />the treetops.",Fighting,1,
A3b-059,A3b,59,Ambipom,A3b,Eevee Grove,Uncommon,Colorless,Pokemon,a3b-59-ambipom,90,Stage 1,,"[{""info"": ""Catching Tail"", ""effect"": ""Once during your turn, you may put a random Pok\u00e9mon Tool card from your deck into your hand.""}]","It uses its tails for everything. If it wraps both<br />of its tails around you and gives you a squeeze,<br />that’s proof it really likes you.",Fighting,1,
A3b-060,A3b,60,Chatot,A3b,Eevee Grove,Common,Colorless,Pokemon,a3b-60-chatot,70,Basic,,[],It mimics the cries of other Pokémon to trick them<br />into thinking it’s one of them. This way they won’t<br />attack it.,Lightning,1,
A3b-061,A3b,61,Audino,A3b,Eevee Grove,Common,Colorless,Pokemon,a3b-61-audino,90,Basic,,[],"This Pokémon has a kind heart. By touching with its feelers,<br />Audino can gauge other creatures’ feelings and physical conditions.",Fighting,2,
A3b-062,A3b,62,Minccino,A3b,Eevee Grove,Common,Colorless,Pokemon,a3b-62-minccino,70,Basic,,[],The way it brushes away grime with its tail<br />can be helpful when cleaning. But its focus on<br />spotlessness can make cleaning more of a hassle.,Fighting,1,
A3b-063,A3b,63,Cinccino,A3b,Eevee Grove,Uncommon,Colorless,Pokemon,a3b-63-cinccino,90,Stage 1,,[],Its body secretes oil that this Pokémon spreads<br />over its nest as a coating to protect it from dust.<br />Cinccino won’t tolerate even a speck of the stuff.,Fighting,1,
A3b-064,A3b,64,Skwovet,A3b,Eevee Grove,Common,Colorless,Pokemon,a3b-64-skwovet,70,Basic,,[],"It stores berries in its cheeks. When there are no<br />berries to be found, Skwovet will stuff pebbles<br />into its cheeks to stave off its cravings.",Fighting,1,
A3b-065,A3b,65,Greedent,A3b,Eevee Grove,Uncommon,Colorless,Pokemon,a3b-65-greedent,120,Stage 1,,[],"This Pokémon makes off with heaps of fallen berries by wrapping<br />them in its tail, which is roughly twice the length of its body.",Fighting,2,
A3b-066,A3b,66,Eevee Bag,A3b,Eevee Grove,Uncommon,,Item,a3b-66-eevee-bag,,,,,,,,You may play any number of Item cards during your turn.
A3b-067,A3b,67,Leftovers,A3b,Eevee Grove,Uncommon,,Pokémon Tool,a3b-67-leftovers,,,,,,,,
A3b-068,A3b,68,Hau,A3b,Eevee Grove,Uncommon,,Supporter,a3b-68-hau,,,,,,,,You may play only 1 Supporter card during your turn.
A3b-069,A3b,69,Penny,A3b,Eevee Grove,Uncommon,,Supporter,a3b-69-penny,,,,,,,,You may play only 1 Supporter card during your turn.
A3b-070,A3b,70,Leafeon,A3b,Eevee Grove,Art Rare,Grass,Pokemon,a3b-70-leafeon,90,Stage 1,,[],"When you see Leafeon asleep in a patch of<br />sunshine, you’ll know it is using photosynthesis<br />to produce clean air.",Fire,1,
A3b-071,A3b,71,Flareon,A3b,Eevee Grove,Art Rare,Fire,Pokemon,a3b-71-flareon,110,Stage 1,,[],"Inhaled air is carried to its flame sac, heated, <br />and exhaled as fire that reaches over 3,000 <br />degrees Fahrenheit.",Water,2,
A3b-072,A3b,72,Vaporeon,A3b,Eevee Grove,Art Rare,Water,Pokemon,a3b-72-vaporeon,120,Stage 1,,[],"It lives close to water. Its long tail is ridged with<br />a fin, which is often mistaken for a mermaid’s.",Lightning,2,
A3b-073,A3b,73,Glaceon,A3b,Eevee Grove,Art Rare,Water,Pokemon,a3b-73-glaceon,100,Stage 1,,[],"It can control its body temperature at will.<br />This enables it to freeze the moisture in the<br />atmosphere, creating flurries of diamond dust.",Metal,2,
A3b-074,A3b,74,Jolteon,A3b,Eevee Grove,Art Rare,Lightning,Pokemon,a3b-74-jolteon,90,Stage 1,,[],It concentrates the weak electric charges emitted<br />by its cells and launches wicked lightning bolts.,Fighting,1,
A3b-075,A3b,75,Espeon,A3b,Eevee Grove,Art Rare,Psychic,Pokemon,a3b-75-espeon,100,Stage 1,,[],The tip of its forked tail quivers when it is<br />predicting its opponent’s next move.,Darkness,1,
A3b-076,A3b,76,Sylveon,A3b,Eevee Grove,Art Rare,Psychic,Pokemon,a3b-76-sylveon,90,Stage 1,,[],"This Pokémon uses its ribbonlike feelers to send<br />a soothing aura into its opponents, erasing<br />their hostility.",Metal,1,
A3b-077,A3b,77,Umbreon,A3b,Eevee Grove,Art Rare,Darkness,Pokemon,a3b-77-umbreon,100,Stage 1,,[],"When exposed to the moon’s aura, the rings on its<br />body glow faintly and it gains a mysterious power.",Grass,2,
A3b-078,A3b,78,Eevee,A3b,Eevee Grove,Art Rare,Colorless,Pokemon,a3b-78-eevee,60,Basic,,[],Its ability to evolve into many forms allows it to<br />adapt smoothly and perfectly to any environment.,Fighting,1,
A3b-079,A3b,79,Flareon ex,A3b,Eevee Grove,Super Rare,Fire,Pokemon,a3b-79-flareon-ex,150,Stage 1,,"[{""info"": ""Combust"", ""effect"": ""Once during your turn, you may attach a <span class=\""energy-text energy-text--type-fire\""></span> Energy from your discard pile to this Pok\u00e9mon. If you do, do 20 damage to this Pok\u00e9mon.""}]",,Water,2,"When your Pokémon <strong>ex</strong> is <strong>Knocked Out</strong>, your opponent gets <strong>2</strong> points."
A3b-080,A3b,80,Primarina ex,A3b,Eevee Grove,Super Rare,Water,Pokemon,a3b-80-primarina-ex,180,Stage 2,,[],,Lightning,2,"When your Pokémon <strong>ex</strong> is <strong>Knocked Out</strong>, your opponent gets <strong>2</strong> points."
A3b-081,A3b,81,Sylveon ex,A3b,Eevee Grove,Super Rare,Psychic,Pokemon,a3b-81-sylveon-ex,140,Stage 1,,"[{""info"": ""Happy Ribbon"", ""effect"": ""Once during your turn, when you play this Pok\u00e9mon from your hand to evolve 1 of your Pok\u00e9mon, you may draw 2 cards.""}]",,Metal,1,"When your Pokémon <strong>ex</strong> is <strong>Knocked Out</strong>, your opponent gets <strong>2</strong> points."
A3b-082,A3b,82,Dragonite ex,A3b,Eevee Grove,Super Rare,Dragon,Pokemon,a3b-82-dragonite-ex,180,Stage 2,,[],,UNSPECIFIED,2,"When your Pokémon <strong>ex</strong> is <strong>Knocked Out</strong>, your opponent gets <strong>2</strong> points."
A3b-083,A3b,83,Eevee ex,A3b,Eevee Grove,Super Rare,Colorless,Pokemon,a3b-83-eevee-ex,90,Basic,,"[{""info"": ""Veevee \u2019volve"", ""effect"": ""This Pok\u00e9mon can evolve into any Pok\u00e9mon that evolves from <a class=\""localized-string__link\"" href=\""/pokemon/eevee/\"">Eevee</a> if you play it from your hand onto this Pok\u00e9mon. <em>(This Pok\u00e9mon can\u2019t evolve during your first turn or the turn you play it.)</em>""}]",,Fighting,1,"When your Pokémon <strong>ex</strong> is <strong>Knocked Out</strong>, your opponent gets <strong>2</strong> points."
A3b-084,A3b,84,Snorlax ex,A3b,Eevee Grove,Super Rare,Colorless,Pokemon,a3b-84-snorlax-ex,160,Basic,,"[{""info"": ""Full-Mouth Manner"", ""effect"": ""At the end of your turn, if this Pok\u00e9mon is in the Active Spot, heal 20 damage from it.""}]",,Fighting,4,"When your Pokémon <strong>ex</strong> is <strong>Knocked Out</strong>, your opponent gets <strong>2</strong> points."
A3b-085,A3b,85,Hau,A3b,Eevee Grove,Super Rare,,Supporter,a3b-85-hau,,,,,,,,You may play only 1 Supporter card during your turn.
A3b-086,A3b,86,Penny,A3b,Eevee Grove,Super Rare,,Supporter,a3b-86-penny,,,,,,,,You may play only 1 Supporter card during your turn.
A3b-087,A3b,87,Flareon ex,A3b,Eevee Grove,Special Art Rare,Fire,Pokemon,a3b-87-flareon-ex,150,Stage 1,,"[{""info"": ""Combust"", ""effect"": ""Once during your turn, you may attach a <span class=\""energy-text energy-text--type-fire\""></span> Energy from your discard pile to this Pok\u00e9mon. If you do, do 20 damage to this Pok\u00e9mon.""}]",,Water,2,"When your Pokémon <strong>ex</strong> is <strong>Knocked Out</strong>, your opponent gets <strong>2</strong> points."
A3b-088,A3b,88,Primarina ex,A3b,Eevee Grove,Special Art Rare,Water,Pokemon,a3b-88-primarina-ex,180,Stage 2,,[],,Lightning,2,"When your Pokémon <strong>ex</strong> is <strong>Knocked Out</strong>, your opponent gets <strong>2</strong> points."
A3b-089,A3b,89,Sylveon ex,A3b,Eevee Grove,Special Art Rare,Psychic,Pokemon,a3b-89-sylveon-ex,140,Stage 1,,"[{""info"": ""Happy Ribbon"", ""effect"": ""Once during your turn, when you play this Pok\u00e9mon from your hand to evolve 1 of your Pok\u00e9mon, you may draw 2 cards.""}]",,Metal,1,"When your Pokémon <strong>ex</strong> is <strong>Knocked Out</strong>, your opponent gets <strong>2</strong> points."
A3b-090,A3b,90,Dragonite ex,A3b,Eevee Grove,Special Art Rare,Dragon,Pokemon,a3b-90-dragonite-ex,180,Stage 2,,[],,UNSPECIFIED,2,"When your Pokémon <strong>ex</strong> is <strong>Knocked Out</strong>, your opponent gets <strong>2</strong> points."
A3b-091,A3b,91,Snorlax ex,A3b,Eevee Grove,Special Art Rare,Colorless,Pokemon,a3b-91-snorlax-ex,160,Basic,,"[{""info"": ""Full-Mouth Manner"", ""effect"": ""At the end of your turn, if this Pok\u00e9mon is in the Active Spot, heal 20 damage from it.""}]",,Fighting,4,"When your Pokémon <strong>ex</strong> is <strong>Knocked Out</strong>, your opponent gets <strong>2</strong> points."
A3b-092,A3b,92,Eevee ex,A3b,Eevee Grove,Immersive Rare,Colorless,Pokemon,a3b-92-eevee-ex,90,Basic,,"[{""info"": ""Veevee \u2019volve"", ""effect"": ""This Pok\u00e9mon can evolve into any Pok\u00e9mon that evolves from <a class=\""localized-string__link\"" href=\""/pokemon/eevee/\"">Eevee</a> if you play it from your hand onto this Pok\u00e9mon. <em>(This Pok\u00e9mon can\u2019t evolve during your first turn or the turn you play it.)</em>""}]",,Fighting,1,"When your Pokémon <strong>ex</strong> is <strong>Knocked Out</strong>, your opponent gets <strong>2</strong> points."
A3b-093,A3b,93,Pinsir,A3b,Eevee Grove,Shiny,Grass,Pokemon,a3b-93-pinsir,90,Basic,,[],"These Pokémon judge one another based on<br />pincers. Thicker, more impressive pincers make<br />for more popularity with the opposite gender.",Fire,2,
A3b-094,A3b,94,Lapras,A3b,Eevee Grove,Shiny,Water,Pokemon,a3b-94-lapras,100,Basic,,[],"A smart and kindhearted Pokémon,<br />it glides across the surface of the sea while<br />its beautiful song echoes around it.",Lightning,2,
A3b-095,A3b,95,Voltorb,A3b,Eevee Grove,Shiny,Lightning,Pokemon,a3b-95-voltorb,60,Basic,,[],"It rolls to move. If the ground is uneven, a sudden<br />jolt from hitting a bump can cause it to explode.",Fighting,1,
A3b-096,A3b,96,Electrode,A3b,Eevee Grove,Shiny,Lightning,Pokemon,a3b-96-electrode,80,Stage 1,,[],"The more energy it charges up, the faster<br />it gets. But this also makes it more likely<br />to explode.",Fighting,1,
A3b-097,A3b,97,Ralts,A3b,Eevee Grove,Shiny,Psychic,Pokemon,a3b-97-ralts,60,Basic,,[],The horns on its head provide a strong power<br />that enables it to sense people’s emotions.,Darkness,1,
A3b-098,A3b,98,Kirlia,A3b,Eevee Grove,Shiny,Psychic,Pokemon,a3b-98-kirlia,80,Stage 1,,[],It has a psychic power that enables it to distort<br />the space around it and see into the future.,Darkness,1,
A3b-099,A3b,99,Gardevoir,A3b,Eevee Grove,Shiny,Psychic,Pokemon,a3b-99-gardevoir,110,Stage 2,,"[{""info"": ""Psy Shadow"", ""effect"": ""Once during your turn, you may take a <span class=\""energy-text energy-text--type-psychic\""></span> Energy from your Energy Zone and attach it to the <span class=\""energy-text energy-text--type-psychic\""></span> Pok\u00e9mon in the Active Spot.""}]","To protect its Trainer, it will expend all its psychic<br />power to create a small black hole.",Darkness,2,
A3b-100,A3b,100,Ekans,A3b,Eevee Grove,Shiny,Darkness,Pokemon,a3b-100-ekans,60,Basic,,[],"By dislocating its jaw, it can swallow prey larger<br />than itself. After a meal, it curls up and rests.",Fighting,1,
A3b-101,A3b,101,Arbok,A3b,Eevee Grove,Shiny,Darkness,Pokemon,a3b-101-arbok,100,Stage 1,,[],The latest research has determined that there<br />are over 20 possible arrangements of the<br />patterns on its stomach.,Fighting,2,
A3b-102,A3b,102,Farfetch’d,A3b,Eevee Grove,Shiny,Colorless,Pokemon,a3b-102-farfetchd,60,Basic,,[],"The stalk this Pokémon carries in its wings serves<br />as a sword to cut down opponents. In a dire<br />situation, the stalk can also serve as food.",Lightning,1,
A3b-103,A3b,103,Moltres ex,A3b,Eevee Grove,Shiny Super Rare,Fire,Pokemon,a3b-103-moltres-ex,140,Basic,,[],,Lightning,2,"When your Pokémon <strong>ex</strong> is <strong>Knocked Out</strong>, your opponent gets <strong>2</strong> points."
A3b-104,A3b,104,Articuno ex,A3b,Eevee Grove,Shiny Super Rare,Water,Pokemon,a3b-104-articuno-ex,140,Basic,,[],,Lightning,2,"When your Pokémon <strong>ex</strong> is <strong>Knocked Out</strong>, your opponent gets <strong>2</strong> points."
A3b-105,A3b,105,Zapdos ex,A3b,Eevee Grove,Shiny Super Rare,Lightning,Pokemon,a3b-105-zapdos-ex,130,Basic,,[],,Lightning,1,"When your Pokémon <strong>ex</strong> is <strong>Knocked Out</strong>, your opponent gets <strong>2</strong> points."
A3b-106,A3b,106,Gallade ex,A3b,Eevee Grove,Shiny Super Rare,Fighting,Pokemon,a3b-106-gallade-ex,170,Stage 2,,[],,Psychic,1,"When your Pokémon <strong>ex</strong> is <strong>Knocked Out</strong>, your opponent gets <strong>2</strong> points."
A3b-107,A3b,107,Eevee Bag,A3b,Eevee Grove,Crown Rare,,Item,a3b-107-eevee-bag,,,,,,,,You may play any number of Item cards during your turn.
A4-004,A4,4,Tangela,A4,Wisdom of Sea and Sky,Common,Grass,Pokemon,a4-1-4-tangela,80,Basic,,[],"Hidden beneath a tangle of vines that grows<br />nonstop even if the vines are torn off, this<br />Pokémon’s true appearance remains a mystery.",Fire,2,
A4-005,A4,5,Tangrowth,A4,Wisdom of Sea and Sky,Rare,Grass,Pokemon,a4-1-5-tangrowth,130,Stage 1,,[],"Tangrowth has two arms that it can extend as it<br />pleases. Recent research has shown that these<br />arms are, in fact, bundles of vines.",Fire,4,
A4-013,A4,13,Hoppip,A4,Wisdom of Sea and Sky,Common,Grass,Pokemon,a4-1-13-hoppip,50,Basic,,[],"Outside of cold regions, Hoppip can be found<br />practically everywhere. This is because the wind<br />carries this species all over the world.",Fire,1,
A4-014,A4,14,Skiploom,A4,Wisdom of Sea and Sky,Uncommon,Grass,Pokemon,a4-1-14-skiploom,70,Stage 1,,[],Skiploom enthusiasts can apparently tell where a<br />Skiploom was born by the scent drifting from the<br />flower on the Pokémon’s head.,Fire,1,
A4-015,A4,15,Jumpluff,A4,Wisdom of Sea and Sky,Rare,Grass,Pokemon,a4-1-15-jumpluff,120,Stage 2,,"[{""info"": ""Fluffy Flight"", ""effect"": ""Your Active Pok\u00e9mon has no Retreat Cost.""}]","Jumpluff travels on seasonal winds. Once its<br />cotton spores run out, its journey ends, as does<br />its life.",Fire,1,
A4-018,A4,18,Yanma,A4,Wisdom of Sea and Sky,Common,Grass,Pokemon,a4-1-18-yanma,60,Basic,,[],Its eyes can see 360 degrees without moving its<br />head. It won’t miss prey—even those behind it.,Lightning,1,
A4-019,A4,19,Yanmega,A4,Wisdom of Sea and Sky,Uncommon,Grass,Pokemon,a4-1-19-yanmega,90,Stage 1,,[],It prefers to battle by biting apart foes’ heads<br />instantly while flying by at high speed.,Lightning,1,
A4-022,A4,22,Heracross,A4,Wisdom of Sea and Sky,Rare,Grass,Pokemon,a4-1-22-heracross,90,Basic,,[],"It loves sweet nectar. To keep all the nectar to<br />itself, it hurls rivals away with its prized horn.",Fire,2,
A4-023,A4,23,Cherubi,A4,Wisdom of Sea and Sky,Common,Grass,Pokemon,a4-1-23-cherubi,50,Basic,,"[{""info"": ""En-fruits-iastic"", ""effect"": ""If this Pok\u00e9mon has a Pok\u00e9mon Tool attached, attacks used by this Pok\u00e9mon cost 1 less <span class=\""energy-text energy-text--type-grass\""></span> Energy.""}]","It nimbly dashes about to avoid getting pecked<br />by bird Pokémon that would love to make off<br />with its small, nutrient-rich storage ball.",Fire,1,
A4-024,A4,24,Cherrim,A4,Wisdom of Sea and Sky,Uncommon,Grass,Pokemon,a4-1-24-cherrim,80,Stage 1,,[],"After absorbing plenty of sunlight, Cherrim takes<br />this form. It’s full of energy while it’s like this,<br />and its liveliness will go on until sundown.",Fire,1,
A4-030,A4,30,Slugma,A4,Wisdom of Sea and Sky,Common,Fire,Pokemon,a4-1-30-slugma,70,Basic,,[],"A common sight in volcanic areas, it slowly slithers<br />around in a constant search for warm places.",Water,2,
A4-031,A4,31,Magcargo,A4,Wisdom of Sea and Sky,Uncommon,Fire,Pokemon,a4-1-31-magcargo,120,Stage 1,,[],Its brittle shell occasionally spouts intense flames<br />that circulate throughout its body.,Water,3,
A4-032,A4,32,Magby,A4,Wisdom of Sea and Sky,Rare,Fire,Pokemon,a4-1-32-magby,30,Basic,,[],"This Pokémon is still small and timid.<br />Whenever Magby gets excited or surprised,<br />flames leak from its mouth and its nose.",UNSPECIFIED,0,
A4-033,A4,33,Entei,A4,Wisdom of Sea and Sky,Rare,Fire,Pokemon,a4-1-33-entei,110,Basic,,[],A Pokémon that races across the land. It is said<br />that one is born every time a new volcano appears.,Water,2,
A4-034,A4,34,Ho-Oh ex,A4,Wisdom of Sea and Sky,Double Rare,Fire,Pokemon,a4-1-34-ho-oh-ex,150,Basic,,[],,Lightning,2,"When your Pokémon <strong>ex</strong> is <strong>Knocked Out</strong>, your opponent gets <strong>2</strong> points."
A4-036,A4,36,Darmanitan,A4,Wisdom of Sea and Sky,Uncommon,Fire,Pokemon,a4-1-36-darmanitan,120,Stage 1,,[],The thick arms of this hot-blooded Pokémon<br />can deliver punches capable of obliterating a<br />dump truck.,Water,2,
A4-046,A4,46,Totodile,A4,Wisdom of Sea and Sky,Common,Water,Pokemon,a4-1-46-totodile,60,Basic,,[],It is small but rough and tough. It won’t hesitate to<br />take a bite out of anything that moves.,Lightning,1,
A4-047,A4,47,Croconaw,A4,Wisdom of Sea and Sky,Uncommon,Water,Pokemon,a4-1-47-croconaw,90,Stage 1,,[],"If it loses a fang, a new one grows back in its<br />place. There are always 48 fangs lining its mouth.",Lightning,2,
A4-048,A4,48,Feraligatr,A4,Wisdom of Sea and Sky,Rare,Water,Pokemon,a4-1-48-feraligatr,150,Stage 2,,[],"It usually moves slowly, but it goes at blinding<br />speed when it attacks and bites prey.",Lightning,3,
A4-049,A4,49,Marill,A4,Wisdom of Sea and Sky,Common,Water,Pokemon,a4-1-49-marill,60,Basic,,[],The fur on its body naturally repels water. It can<br />stay dry even when it plays in the water.,Lightning,1,
A4-050,A4,50,Azumarill,A4,Wisdom of Sea and Sky,Uncommon,Water,Pokemon,a4-1-50-azumarill,110,Stage 1,,"[{""info"": ""Thick Fat"", ""effect"": ""This Pok\u00e9mon takes \u221230 damage from attacks from <span class=\""energy-text energy-text--type-fire\""></span> or <span class=\""energy-text energy-text--type-water\""></span> Pok\u00e9mon.""}]",Its long ears are superb sensors. It can distinguish<br />the movements of things in water and tell what<br />they are.,Lightning,2,
A4-057,A4,57,Delibird,A4,Wisdom of Sea and Sky,Uncommon,Water,Pokemon,a4-1-57-delibird,70,Basic,,[],It carries food all day long. There are tales about<br />lost people who were saved by the food it had.,Metal,1,
